label_name,category
Foramen supraorbitale,soft tissue structure – musculoskeletal system
(Incisura supraorbitalis),soft tissue structure – musculoskeletal system
(Incisura frontalis),soft tissue structure – musculoskeletal system
(Foramen frontale),soft tissue structure – musculoskeletal system
Facies temporalis ossis frontalis,soft tissue structure – musculoskeletal system
Margo parietalis ossis frontalis,soft tissue structure – musculoskeletal system
Linea temporalis,soft tissue structure – musculoskeletal system
Processus zygomaticus ossis frontalis,soft tissue structure – musculoskeletal system
Facies interna squamae frontalis,soft tissue structure – musculoskeletal system
Crista frontalis,soft tissue structure – musculoskeletal system
Foramen caecum ossis frontalis,soft tissue structure – musculoskeletal system
Pars nasalis ossis frontalis,soft tissue structure – musculoskeletal system
Spina nasalis ossis frontalis,soft tissue structure – musculoskeletal system
Margo nasalis ossis frontalis,soft tissue structure – musculoskeletal system
Pars orbitalis ossis frontalis,soft tissue structure – musculoskeletal system
Lamina orbitalis ossis frontalis,soft tissue structure – musculoskeletal system
Facies orbitalis ossis frontalis,soft tissue structure – musculoskeletal system
(Spina trochlearis),soft tissue structure – musculoskeletal system
Fovea trochlearis,soft tissue structure – musculoskeletal system
Fossa glandulae lacrimalis,gland – endocrine system
Margo sphenoideus ossis frontalis ,soft tissue structure – musculoskeletal system
Margo sphenoidalis ossis frontalis ,soft tissue structure – musculoskeletal system
Sphenoidal margin of frontal bone ,bone – skeletal system
Incisura ethmoidea,soft tissue structure – musculoskeletal system
Sinus ossis frontalis ,soft tissue structure – musculoskeletal system
Sinus frontalis osseus ,soft tissue structure – musculoskeletal system
Sinus of frontal bone,bone – skeletal system
Apertura sinus frontalis,soft tissue structure – musculoskeletal system
Septum sinuum frontalium,soft tissue structure – musculoskeletal system
Os occipitale,bone – skeletal system
Foramen magnum,soft tissue structure – musculoskeletal system
Pars basilaris ossis occipitalis,soft tissue structure – musculoskeletal system
Tuberculum pharyngeum,soft tissue structure – musculoskeletal system
Pars lateralis ossis occipitalis,direction – general anatomy
Condylus occipitalis,soft tissue structure – musculoskeletal system
Canalis condylaris,soft tissue structure – musculoskeletal system
Canalis hypoglossus ,soft tissue structure – musculoskeletal system
Canalis nervi hypoglossi,soft tissue structure – musculoskeletal system
Fossa condylaris,soft tissue structure – musculoskeletal system
Tuberculum jugulare,soft tissue structure – musculoskeletal system
Incisura jugularis ossis occipitalis,soft tissue structure – musculoskeletal system
Processus jugularis,soft tissue structure – musculoskeletal system
Processus intrajugularis ossis occipitalis,soft tissue structure – musculoskeletal system
Squama occipitalis,soft tissue structure – musculoskeletal system
Margo mastoideus ossis occipitalis,soft tissue structure – musculoskeletal system
Margo lambdoideus ossis occipitalis,soft tissue structure – musculoskeletal system
Protuberantia occipitalis externa,soft tissue structure – musculoskeletal system
(Crista occipitalis externa),soft tissue structure – musculoskeletal system
Linea nuchalis suprema,soft tissue structure – musculoskeletal system
Linea nuchalis superior,direction – general anatomy
Linea nuchalis inferior,direction – general anatomy
Planum occipitale,soft tissue structure – musculoskeletal system
Eminentia cruciformis,soft tissue structure – musculoskeletal system
Protuberantia occipitalis interna,soft tissue structure – musculoskeletal system
(Crista occipitalis interna),soft tissue structure – musculoskeletal system
Sulcus sinus transversi,soft tissue structure – musculoskeletal system
Sulcus sinus occipitalis,soft tissue structure – musculoskeletal system
Sulcus sinus marginalis,soft tissue structure – musculoskeletal system
(Processus paramastoideus),soft tissue structure – musculoskeletal system
Fossa cerebralis,soft tissue structure – musculoskeletal system
Fossa cerebellaris,soft tissue structure – musculoskeletal system
(Fossa vermiana),soft tissue structure – musculoskeletal system
Corpus ossis sphenoidei ,organ – cardiovascular system
Corpus ossis sphenoidalis,organ – cardiovascular system
Limbus sphenoideus,soft tissue structure – musculoskeletal system
Sella turcica,soft tissue structure – musculoskeletal system
Tuberculum sellae,soft tissue structure – musculoskeletal system
(Processus clinoideus medius),soft tissue structure – musculoskeletal system
Fossa hypophysialis,soft tissue structure – musculoskeletal system
(Canalis craniopharyngeus),soft tissue structure – musculoskeletal system
Dorsum sellae,soft tissue structure – musculoskeletal system
Processus clinoideus posterior,direction – general anatomy
Sulcus carotidis ,soft tissue structure – musculoskeletal system
Sulcus caroticus,soft tissue structure – musculoskeletal system
Lingula sphenoidea,soft tissue structure – musculoskeletal system
Crista sphenoidea,soft tissue structure – musculoskeletal system
Rostrum sphenoideum,soft tissue structure – musculoskeletal system
Sinus ossis sphenoidei ,soft tissue structure – musculoskeletal system
Sinus sphenoideus osseus,soft tissue structure – musculoskeletal system
Apertura sinus ossis sphenoidei,soft tissue structure – musculoskeletal system
Septum sinuum sphenoideorum ,soft tissue structure – musculoskeletal system
Septum sinuum sphenoidalium,soft tissue structure – musculoskeletal system
Concha sphenoidea ,soft tissue structure – musculoskeletal system
Concha sphenoidalis,soft tissue structure – musculoskeletal system
Ala minor,soft tissue structure – musculoskeletal system
Canalis opticus,soft tissue structure – musculoskeletal system
Tuberculum infraopticum,soft tissue structure – musculoskeletal system
Processus clinoideus anterior,direction – general anatomy
(Foramen caroticoclinoideum),soft tissue structure – musculoskeletal system
Crista alaris,soft tissue structure – musculoskeletal system
Ala major,soft tissue structure – musculoskeletal system
Facies cerebralis alae majoris,soft tissue structure – musculoskeletal system
Facies temporalis alae majoris,soft tissue structure – musculoskeletal system
Facies infratemporalis alae majoris,soft tissue structure – musculoskeletal system
Crista infratemporalis,soft tissue structure – musculoskeletal system
Facies maxillaris alae majoris,soft tissue structure – musculoskeletal system
Facies orbitalis alae majoris,soft tissue structure – musculoskeletal system
Margo zygomaticus alae majoris,soft tissue structure – musculoskeletal system
Margo frontalis alae majoris,soft tissue structure – musculoskeletal system
Margo parietalis alae majoris,soft tissue structure – musculoskeletal system
Margo squamosus alae majoris,soft tissue structure – musculoskeletal system
Foramen rotundum,soft tissue structure – musculoskeletal system
Foramen ovale,soft tissue structure – musculoskeletal system
(Foramen venosum),soft tissue structure – musculoskeletal system
Foramen spinosum,soft tissue structure – musculoskeletal system
(Foramen petrosum),soft tissue structure – musculoskeletal system
Spina ossis sphenoidei ,soft tissue structure – musculoskeletal system
Spina ossis sphenoidalis,soft tissue structure – musculoskeletal system
Sulcus tubae auditivae ,soft tissue structure – musculoskeletal system
Sulcus tubae auditoriae,soft tissue structure – musculoskeletal system
Processus pterygoideus,soft tissue structure – musculoskeletal system
Lamina lateralis processus pterygoidei,direction – general anatomy
Lamina medialis processus pterygoidei,direction – general anatomy
Incisura pterygoidea,soft tissue structure – musculoskeletal system
Fossa pterygoidea,soft tissue structure – musculoskeletal system
Fossa scaphoidea,soft tissue structure – musculoskeletal system
Processus vaginalis ossis sphenoidei,soft tissue structure – musculoskeletal system
Sulcus palatovaginalis,soft tissue structure – musculoskeletal system
Sulcus vomerovaginalis,soft tissue structure – musculoskeletal system
Hamulus pterygoideus,soft tissue structure – musculoskeletal system
Sulcus hamuli pterygoidei,soft tissue structure – musculoskeletal system
Canalis pterygoideus,soft tissue structure – musculoskeletal system
Processus pterygospinosus,soft tissue structure – musculoskeletal system
Os temporale,bone – skeletal system
Pars petrosa ossis temporalis,soft tissue structure – musculoskeletal system
Margo occipitalis ossis temporalis,soft tissue structure – musculoskeletal system
Processus mastoideus,soft tissue structure – musculoskeletal system
Antrum mastoideum,soft tissue structure – musculoskeletal system
Cellulae mastoideae,soft tissue structure – musculoskeletal system
