label_name,category
Rami nasales laterales nervi ethmoidei anterioris Rami nasales laterales nervi ethmoidalis anterioris,direction – general anatomy
Rami nasales mediales nervi ethmoidei anterioris Rami nasales mediales nervi ethmoidalis anterioris,direction – general anatomy
Ramus nasalis externus nervi ethmoidei anterioris Ramus nasalis externus nervi ethmoidalis anterioris,direction – general anatomy
Ramus meningeus anterior nervi ethmoidei anterioris Ramus meningeus anterior nervi ethmoidalis anterioris,direction – general anatomy
Nervus infratrochlearis,nerve – nervous system
Rami palpebrales nervi infratrochlearis,soft tissue structure – musculoskeletal system
Ramus meningeus nervi maxillaris,soft tissue structure – musculoskeletal system
Rami nasales posteriores superiores laterales nervi maxillaris,direction – general anatomy
Rami nasales posteriores superiores mediales nervi maxillaris,direction – general anatomy
Nervus nasopalatinus,nerve – nervous system
Rami gingivales nervi nasopalatini,soft tissue structure – musculoskeletal system
Nervus palatinus major,nerve – nervous system
Rami nasales posteriores inferiores nervi palatini majoris,direction – general anatomy
Rami gingivales nervi palatini majoris,soft tissue structure – musculoskeletal system
Nervi palatini minores,soft tissue structure – musculoskeletal system
Nervus palatinus medius,nerve – nervous system
Nervus palatinus posterior,nerve – nervous system
Rami tonsillares nervorum palatinorum majorum,soft tissue structure – musculoskeletal system
Nervus zygomaticus,nerve – nervous system
Nervus zygomaticotemporalis Ramus temporalis nervi zygomatici,nerve – nervous system
(Ramus communicans lacrimalis nervi zygomaticotemporalis) Ramus communicans lacrimalis nervi zygomatici,soft tissue structure – musculoskeletal system
Nervus zygomaticofacialis Ramus facialis nervi zygomatici,nerve – nervous system
Nervus alveolaris superior posterior,nerve – nervous system
Plexus dentalis superior,direction – general anatomy
Rami dentales superiores nervorum alveolarium superiorum,direction – general anatomy
Rami gingivales nervorum alveolarium superiorum Rami gingivales superiores nervorum alveolarium superiorum,direction – general anatomy
Nervus infraorbitalis,nerve – nervous system
Nervus alveolaris superior medius,nerve – nervous system
Nervus alveolaris superior anterior,nerve – nervous system
Rami palpebrales nervi infraorbitalis Rami palpebrales inferiores nervi infraorbitalis,direction – general anatomy
Rami nasales externi nervi infraorbitalis,soft tissue structure – musculoskeletal system
Rami nasales interni nervi infraorbitalis,soft tissue structure – musculoskeletal system
Rami labiales superiores nervi infraorbitalis,direction – general anatomy
Divisio anterior nervi mandibularis,direction – general anatomy
Nervus pterygoideus medialis,nerve – nervous system
Nervus tensoris veli palatini Nervus musculi tensoris veli palatini,nerve – nervous system
Nervus tensoris tympani Nervus musculi tensoris tympani,nerve – nervous system
Nervus massetericus,nerve – nervous system
Nervi temporales profundi,soft tissue structure – musculoskeletal system
Nervus temporalis profundus posterior,nerve – nervous system
Nervus temporalis profundus anterior,nerve – nervous system
Nervus pterygoideus lateralis,nerve – nervous system
Nervus buccalis,nerve – nervous system
Rami gingivales nervi buccalis,soft tissue structure – musculoskeletal system
Divisio posterior nervi mandibularis,direction – general anatomy
Nervus auriculotemporalis,nerve – nervous system
Nervus meatus acustici externi,nerve – nervous system
Rami nervi auriculotemporalis membranae tympani,soft tissue structure – musculoskeletal system
Rami parotidei nervi auriculotemporalis,soft tissue structure – musculoskeletal system
Nervi auriculares anteriores,direction – general anatomy
Rami temporales superficiales nervi auriculotemporalis,soft tissue structure – musculoskeletal system
Nervus lingualis,nerve – nervous system
Rami nervi lingualis isthmi facium,soft tissue structure – musculoskeletal system
Nervus sublingualis,nerve – nervous system
Rami linguales nervi lingualis,soft tissue structure – musculoskeletal system
Rami gingivales nervi lingualis,soft tissue structure – musculoskeletal system
Nervus alveolaris inferior,nerve – nervous system
Nervus mylohyoideus,nerve – nervous system
Plexus dentalis inferior,direction – general anatomy
Rami dentales nervi alveolaris inferioris Rami dentales inferiores nervi alveolaris inferioris,direction – general anatomy
Rami gingivales nervi alveolaris inferioris Rami gingivales inferiores nervi alveolaris inferioris,direction – general anatomy
Nervus mentalis,nerve – nervous system
Rami mentales nervi mentalis,soft tissue structure – musculoskeletal system
Rami labiales inferiores nervi mentalis,direction – general anatomy
Rami gingivales nervi mentalis Rami gingivales inferiores nervi mentalis,direction – general anatomy
Radix motoria nervi facialis,soft tissue structure – musculoskeletal system
Ganglion geniculi,soft tissue structure – musculoskeletal system
Geniculum nervi facialis,soft tissue structure – musculoskeletal system
Nervus canalis pterygoidei,nerve – nervous system
Nervus stapedius,nerve – nervous system
Chorda tympani,soft tissue structure – musculoskeletal system
Ramus ganglionicus oticus chordae tympani,soft tissue structure – musculoskeletal system
Nervus facialis proprius,nerve – nervous system
Nervus auricularis posterior,nerve – nervous system
Ramus occipitalis nervi auricularis posterioris,direction – general anatomy
Ramus auricularis nervi auricularis posterioris,direction – general anatomy
Ramus digastricus nervi facialis,soft tissue structure – musculoskeletal system
Ramus stylohyoideus nervi facialis,soft tissue structure – musculoskeletal system
(Ramus lingualis nervi facialis),soft tissue structure – musculoskeletal system
Plexus intraparotideus,soft tissue structure – musculoskeletal system
Rami temporales nervi facialis,soft tissue structure – musculoskeletal system
Rami zygomaticis nervi facialis,soft tissue structure – musculoskeletal system
Rami buccales nervi facialis,soft tissue structure – musculoskeletal system
Ramus marginalis mandibularis nervi facialis,soft tissue structure – musculoskeletal system
Ramus cervicalis nervi facialis Ramus nervi facialis colli,soft tissue structure – musculoskeletal system
Nervus vestibularis,nerve – nervous system
Ganglion vestibulare,soft tissue structure – musculoskeletal system
Ramus communicans cochlearis nervi vestibularis,soft tissue structure – musculoskeletal system
Nervus utricularis,nerve – nervous system
Nervus ampullaris anterior,nerve – nervous system
Nervus ampullaris lateralis,nerve – nervous system
Ramus inferior nervi vestibularis,direction – general anatomy
Nervus ampullaris posterior,nerve – nervous system
Nervus saccularis,nerve – nervous system
Nervus cochlearis,nerve – nervous system
Ganglion cochleare Ganglion spirale,soft tissue structure – musculoskeletal system
Ganglion superius nervi glossopharyngei,soft tissue structure – musculoskeletal system
Nervus tympanicus,nerve – nervous system
Plexus tympanicus,soft tissue structure – musculoskeletal system
Ramus tubarius nervi tympanici,soft tissue structure – musculoskeletal system
Nervus petrosus minor Radix parasympathica ganglii otici,nerve – nervous system
Nervus sinus carotidis Nervus sinus carotici Carotid sinus nerve Carotid sinus nerve,nerve – nervous system
Ramus stylopharyngeus nervi glossopharyngei,soft tissue structure – musculoskeletal system
Rami pharyngei nervi glossopharyngei,soft tissue structure – musculoskeletal system
Rami tonsillares nervi glossopharyngei,soft tissue structure – musculoskeletal system
Rami linguales nervi glossopharyngei,soft tissue structure – musculoskeletal system
Ramus meningeus nervi vagi,soft tissue structure – musculoskeletal system
Ramus auricularis nervi vagi,soft tissue structure – musculoskeletal system
Ramus pharyngeus nervi vagi,soft tissue structure – musculoskeletal system
Plexus pharyngeus,soft tissue structure – musculoskeletal system
Nervus laryngeus superior,nerve – nervous system
Ramus externus nervi laryngei superioris,direction – general anatomy
Ramus internus nervi laryngei superioris,direction – general anatomy
Rami cardiaci cervicales superiores nervi vagi,direction – general anatomy
Rami cardiaci cervicales inferiores nervi vagi,direction – general anatomy
Nervus laryngeus recurrens,nerve – nervous system
Rami tracheales nervi laryngei recurrentis,organ – urinary system
Rami oesophagei nervi laryngei recurrentis,organ – urinary system
Rami pharyngei nervi laryngei recurrentis,organ – urinary system
Rami laryngei nervi laryngei recurrentis,organ – urinary system
Rami cardiaci thoracici nervi vagi,soft tissue structure – musculoskeletal system
Rami bronchiales nervi vagi,soft tissue structure – musculoskeletal system
Rami oesophagei nervi vagi,soft tissue structure – musculoskeletal system
Radix cranialis nervi accessorii,soft tissue structure – musculoskeletal system
Radix spinalis nervi accessorii,soft tissue structure – musculoskeletal system
Radix superior ansae cervicalis,direction – general anatomy
Ramus thyreohyoideus nervi hypoglossi Ramus thyrohyoideus nervi hypoglossi Thyrohyoid branch of hypoglossal nerve Thyrohyoid branch of hypoglossal nerve Nerve to thyrohyoid muscle,muscle – muscular system
Ramus geniohyoideus nervi hypoglossi,soft tissue structure – musculoskeletal system
Rami linguales nervi hypoglossi,soft tissue structure – musculoskeletal system
Nervi spinales,soft tissue structure – musculoskeletal system
Rami posteriores nervorum cervicalium Rami dorsales nervorum cervicalium Posterior rami of cervical nerves Posterior rami of cervical nerves Dorsal rami of cervical nerves,nerve – nervous system
Plexus cervicalis posterior,direction – general anatomy
Rami anteriores nervorum cervicalium Rami ventrales nervorum cervicalium Anterior rami of cervical nerves Anterior rami of cervical nerves Ventral rami of cervical nerves,nerve – nervous system
PLEXUS CERVICALIS,soft tissue structure – musculoskeletal system
Rami profundi plexus cervicalis,soft tissue structure – musculoskeletal system
